querytime,id,occupancy,from,to,train_series,train_direction,train_type
2016-10-03 09:45:50+02:00,-1,low,8814001,8814308,1700,back,IC
2016-10-03 09:45:58+02:00,-1,low,8814001,8883006,1700,back,IC
2016-10-03 10:00:23+02:00,-1,low,8833001,8812005,400,back,IC
2016-10-03 10:23:36+02:00,-1,medium,8821238,8812005,3100,back,IC
2016-10-03 11:02:55+02:00,-1,low,8872009,8813003,4500,away,IC
2016-10-03 12:34:07+02:00,-1,medium,8833001,8812005,400,back,IC
2016-10-03 16:22:02+02:00,-1,high,8863008,8811916,2100,back,IC
2016-10-03 16:27:35+02:00,-1,medium,8813003,8896149,400,back,IC
2016-10-03 16:35:06+02:00,-1,high,8812005,8841202,8400,back,P
2016-10-03 16:46:27+02:00,-1,low,8814001,8814308,3200,back,IC
2016-10-03 16:49:35+02:00,-1,low,8871308,8871100,2000,back,IC
2016-10-03 16:55:42+02:00,-1,high,8812005,8833209,2200,away,IC
2016-10-03 17:04:10+02:00,-1,low,8813003,8822004,3100,away,IC
2016-10-03 17:06:29+02:00,-1,medium,8813003,8822004,3100,away,IC
2016-10-03 17:21:27+02:00,-1,high,8813003,8814001,2100,back,IC
2016-10-03 17:54:10+02:00,-1,high,8892007,8893120,1800,away,IC
2016-10-03 17:54:16+02:00,-1,medium,8891009,8892007,1800,away,IC
2016-10-03 18:32:03+02:00,-1,low,8821071,8821402,3300,away,IC
2016-10-03 18:41:11+02:00,-1,high,8833001,8831401,2600,away,IC
2016-10-04 06:32:23+02:00,-1,low,8871100,8871308,4500,away,IC
2016-10-04 07:04:39+02:00,-1,high,8831401,8833209,7300,away,P
2016-10-04 07:07:00+02:00,-1,high,8833308,8833001,1500,back,IC
2016-10-04 07:07:07+02:00,-1,high,8833308,8833001,1500,back,IC
2016-10-04 07:12:45+02:00,-1,medium,8814258,8814001,4500,away,IC
2016-10-04 07:18:07+02:00,-1,low,8895802,8812047,102000,back,S
2016-10-04 07:20:04+02:00,-1,medium,8892007,8814001,7000,away,P
2016-10-04 07:28:39+02:00,-1,high,8821535,8821006,3300,back,IC
2016-10-04 07:28:59+02:00,-1,medium,8841004,8833001,400,back,IC
2016-10-04 07:30:29+02:00,-1,high,8894151,8814001,7000,away,P
2016-10-04 07:31:16+02:00,-1,medium,8896149,8813003,400,away,IC
2016-10-04 07:31:42+02:00,-1,medium,8894151,8814001,7000,away,P
2016-10-04 07:32:10+02:00,-1,high,8891009,8892007,1800,away,IC
2016-10-04 08:19:51+02:00,-1,high,8833001,8812005,1500,back,IC
2016-10-04 08:20:38+02:00,-1,high,8831005,8812005,1500,back,IC
2016-10-04 08:49:59+02:00,-1,high,8833001,8812005,7400,away,P
2016-10-04 10:18:01+02:00,-1,high,8833001,8813003,1700,back,IC
2016-10-04 10:26:47+02:00,-1,low,8894821,8821196,2600,back,L
2016-10-04 11:57:49+02:00,-1,low,8891009,8891660,1600,back,IC
2016-10-04 12:07:58+02:00,-1,medium,8891009,8891660,1600,back,IC
2016-10-04 15:14:45+02:00,-1,high,8885001,8884004,4800,back,L
2016-10-04 15:38:04+02:00,-1,low,8892007,8896149,700,away,IC
2016-10-04 15:40:04+02:00,-1,low,8841004,8892007,400,back,IC
2016-10-04 16:01:00+02:00,-1,low,8811106,8811916,53500,back,S
2016-10-04 16:02:50+02:00,-1,low,8811106,8811916,53500,back,S
2016-10-04 16:04:19+02:00,-1,low,8811106,8811916,53500,back,S
2016-10-04 16:06:07+02:00,-1,low,8814308,8883311,61500,back,S
2016-10-04 16:07:26+02:00,-1,low,8811106,8811916,53500,back,S
2016-10-04 16:31:45+02:00,-1,medium,8893120,8892007,700,away,IC
2016-10-04 16:36:01+02:00,-1,high,8813003,8872009,2000,back,IC
2016-10-04 17:20:08+02:00,-1,high,8896800,8892205,2300,back,IC
2016-10-04 17:26:45+02:00,-1,medium,8813003,8896149,400,back,IC
2016-10-04 17:27:52+02:00,-1,low,8811106,8811171,53500,back,S
2016-10-04 17:31:52+02:00,-1,low,8893401,8893013,500,back,L
2016-10-04 19:26:07+02:00,-1,low,8813003,8892007,400,back,IC
2016-10-04 19:28:17+02:00,-1,low,8883113,8812005,3700,away,IC
2016-10-04 19:58:25+02:00,-1,low,8812005,8833209,2200,away,IC
2016-10-04 19:58:36+02:00,-1,low,8833209,8831401,2200,away,IC
2016-10-04 19:58:40+02:00,-1,low,8831401,8831005,2200,away,IC
2016-10-04 19:58:47+02:00,-1,low,8812005,8831401,2200,away,IC
2016-10-04 23:28:24+02:00,-1,low,8821006,8892007,1800,back,IC
2016-10-05 07:11:10+02:00,-1,low,8883311,8814308,61500,away,S
2016-10-05 07:15:16+02:00,-1,low,8891405,8891009,2800,away,IC
2016-10-05 07:16:50+02:00,-1,high,8814266,8814175,11900,away,S
2016-10-05 07:28:49+02:00,-1,high,8841202,8812005,7400,back,P
2016-10-05 07:34:35+02:00,-1,low,8896149,8813003,400,away,IC
2016-10-05 07:48:00+02:00,-1,medium,8812005,8813003,400,back,IC
2016-10-05 07:57:53+02:00,-1,high,8833001,8812005,400,back,IC
2016-10-05 08:14:27+02:00,-1,low,8821147,8822004,11900,back,S
2016-10-05 08:17:56+02:00,-1,high,8833001,8812005,1500,back,IC
2016-10-05 08:18:05+02:00,-1,medium,8812005,8813003,1500,back,IC
2016-10-05 08:53:30+02:00,-1,low,8893013,8893401,500,away,L
2016-10-05 08:59:09+02:00,-1,medium,8814001,8841004,500,away,IC
2016-10-05 09:05:54+02:00,-1,medium,8831005,8812005,1500,back,IC
2016-10-05 09:11:54+02:00,-1,low,8891140,8892007,1500,away,IC
2016-10-05 12:42:53+02:00,-1,low,8821246,8821147,11900,away,S
2016-10-05 12:53:46+02:00,-1,high,8811510,8811676,83900,away,S
2016-10-05 12:54:17+02:00,-1,medium,8814001,8814373,23600,back,S
2016-10-05 12:54:21+02:00,-1,medium,8814373,8814365,23600,back,S
2016-10-05 12:54:36+02:00,-1,medium,8814365,8814357,23600,back,S
2016-10-05 12:54:43+02:00,-1,low,8814357,8814340,23600,back,S
2016-10-05 12:54:48+02:00,-1,low,8814340,8814308,23600,back,S
2016-10-05 13:17:54+02:00,-1,low,8812005,8892007,1500,back,IC
2016-10-05 14:09:22+02:00,-1,low,8811601,8811510,86500,back,S
2016-10-05 14:20:51+02:00,-1,low,8811429,8811437,86500,away,S
2016-10-05 15:12:10+02:00,-1,low,8812005,8833605,1500,away,IC
2016-10-05 15:12:10+02:00,-1,medium,8812005,8833605,1500,away,IC
2016-10-05 18:14:27+02:00,-1,medium,8892007,8833001,4100,away,IC
2016-10-05 18:23:44+02:00,-1,high,8813003,8814241,11700,back,S
2016-10-05 18:27:34+02:00,-1,low,8813003,8871308,2000,back,IC
2016-10-05 21:30:31+02:00,-1,high,8821600,8821121,4200,away,IC
2016-10-06 01:05:38+02:00,-1,low,8812237,8812229,102000,back,S
2016-10-06 01:05:56+02:00,-1,low,8812047,8813003,3200,back,IC
2016-10-06 06:11:54+02:00,-1,high,8896008,8892007,400,away,IC
2016-10-06 07:00:00+02:00,-1,low,8842002,8841004,400,back,IC
2016-10-06 07:00:09+02:00,-1,high,8841004,8833001,400,back,IC
2016-10-06 07:00:15+02:00,-1,high,8833001,8812005,400,back,IC
2016-10-06 07:00:19+02:00,-1,medium,8812005,8813003,400,back,IC
2016-10-06 07:00:25+02:00,-1,medium,8813003,8814001,400,back,IC
2016-10-06 07:04:27+02:00,-1,medium,8842002,8813003,400,back,IC
2016-10-06 07:07:43+02:00,-1,high,8833001,8813003,500,back,IC
2016-10-06 07:10:54+02:00,-1,medium,8814308,8814001,3200,away,IC
2016-10-06 07:13:44+02:00,-1,low,8883006,8883808,3400,away,IC
2016-10-06 07:18:53+02:00,-1,medium,8892007,8814001,7000,away,P
2016-10-06 07:30:11+02:00,-1,medium,8814001,8813003,23600,away,S
2016-10-06 07:44:02+02:00,-1,low,8821147,8822004,11700,back,S
2016-10-06 07:46:47+02:00,-1,medium,8892007,8812005,1500,away,IC
2016-10-06 07:50:52+02:00,-1,medium,8814415,8814423,53300,away,S
2016-10-06 07:51:56+02:00,-1,high,8896149,8813003,400,away,IC
2016-10-06 09:55:43+02:00,-1,high,8812005,8813003,2800,back,IC
2016-10-06 10:01:39+02:00,-1,high,8833001,8892007,400,back,IC
2016-10-06 10:27:51+02:00,-1,medium,8814001,8881166,1700,back,IC
2016-10-06 10:36:29+02:00,-1,low,8812005,8833001,23600,away,S
2016-10-06 13:39:30+02:00,-1,low,8812005,8833001,400,away,IC
2016-10-06 14:36:14+02:00,-1,medium,8814456,8811304,53500,away,S
2016-10-06 15:17:21+02:00,-1,low,8821006,8821121,2900,away,IC
2016-10-06 16:01:40+02:00,-1,low,8811106,8811916,53500,back,S
2016-10-06 16:17:28+02:00,-1,low,8822004,8821121,2000,away,IC
2016-10-06 16:17:38+02:00,-1,low,8813003,8821006,2000,away,IC
2016-10-06 16:32:28+02:00,-1,high,8812005,8841202,8400,back,P
2016-10-06 16:48:15+02:00,-1,medium,8833001,8833274,8300,away,P
2016-10-06 16:48:39+02:00,-1,medium,8814001,8814308,3200,back,IC
2016-10-06 17:05:24+02:00,-1,medium,8814001,8895208,32200,back,S
2016-10-06 17:05:34+02:00,-1,medium,8814001,8895208,32200,back,S
2016-10-06 17:05:44+02:00,-1,low,8814001,8895208,32200,back,S
2016-10-06 17:09:39+02:00,-1,high,8812005,8831401,2200,away,IC
2016-10-06 17:26:16+02:00,-1,low,8812005,8892080,8000,away,P
2016-10-06 17:29:56+02:00,-1,high,8812062,8812070,103800,back,S
2016-10-06 17:57:49+02:00,-1,high,8892007,8892080,3600,back,IC
2016-10-06 18:27:19+02:00,-1,high,8891009,8891702,1800,back,IC
2016-10-06 18:55:34+02:00,-1,low,8892007,8891009,2800,back,IC
2016-10-06 19:34:51+02:00,-1,high,8891009,8892007,1800,away,IC
2016-10-06 19:34:52+02:00,-1,low,8833001,8831401,2600,away,IC
2016-10-06 19:35:40+02:00,-1,high,8831401,8812005,7300,away,P
2016-10-06 19:35:46+02:00,-1,high,8831401,8812005,2200,back,IC
2016-10-06 19:36:13+02:00,-1,high,8833134,8833001,203000,away,S
2016-10-06 19:40:08+02:00,-1,low,8812005,8813003,3200,back,IC
2016-10-06 19:49:57+02:00,-1,low,8841004,8841558,3800,away,IC
2016-10-06 19:52:13+02:00,-1,high,8882206,8871100,3800,away,IC
2016-10-06 20:10:11+02:00,-1,medium,8811411,8812005,83900,back,S
2016-10-06 20:10:15+02:00,-1,low,8812005,8821600,3400,away,IC
2016-10-06 20:18:01+02:00,-1,low,8811411,8812005,83900,back,S
2016-10-06 21:09:09+02:00,-1,medium,8892007,8813003,500,away,IC
2016-10-06 21:25:42+02:00,-1,high,8881166,8819406,3700,away,IC
2016-10-06 21:25:50+02:00,-1,medium,8881166,8819406,3700,away,IC
2016-10-06 21:26:19+02:00,-1,high,8881166,8819406,3700,away,IC
2016-10-06 21:50:39+02:00,-1,high,8812005,8819406,3700,away,IC
2016-10-06 22:16:41+02:00,-1,low,8841004,8841558,5300,back,IC
2016-10-06 22:31:13+02:00,-1,low,8892452,8892403,3600,away,IC
2016-10-06 22:31:27+02:00,-1,low,8892452,8892403,7000,away,P
2016-10-06 22:31:31+02:00,-1,medium,8892403,8892205,7000,away,P
2016-10-06 22:31:36+02:00,-1,medium,8892205,8892254,7000,away,P
2016-10-06 22:32:32+02:00,-1,high,8892007,8893559,3600,away,IC
2016-10-06 22:32:40+02:00,-1,low,8833670,8833605,3600,away,IC
2016-10-06 22:32:45+02:00,-1,high,8814001,8813003,3600,away,IC
2016-10-06 22:32:49+02:00,-1,high,8819406,8833001,3600,away,IC
2016-10-06 22:35:02+02:00,-1,high,8814001,8200100,2100,away,IC
2016-10-06 22:56:22+02:00,-1,medium,8891702,8821006,1800,away,IC
2016-10-06 23:40:53+02:00,-1,high,8893559,8813003,3600,away,IC
2016-10-07 00:59:11+02:00,-1,low,8400526,8821006,9200,away,IC
2016-10-07 06:18:06+02:00,-1,low,8831005,8812005,2200,back,IC
2016-10-07 06:42:50+02:00,-1,high,8821071,8821006,3300,back,IC
2016-10-07 06:53:33+02:00,-1,medium,8814167,8811189,11900,away,S
2016-10-07 07:03:18+02:00,-1,low,8814308,8814001,61500,away,S
2016-10-07 07:09:11+02:00,-1,low,8814464,8814456,93200,away,S
2016-10-07 07:11:51+02:00,-1,high,8844206,8844230,5200,back,L
2016-10-07 07:25:02+02:00,-1,high,8811601,8811676,86500,away,S
2016-10-07 07:25:07+02:00,-1,high,8811544,8811601,86500,away,S
2016-10-07 07:31:29+02:00,-1,low,8821337,8822004,11900,back,S
2016-10-07 07:33:56+02:00,-1,medium,8821634,8821006,2900,back,L
2016-10-07 07:33:59+02:00,-1,medium,8896149,8813003,400,away,IC
2016-10-07 07:34:08+02:00,-1,medium,8896149,8813003,400,away,IC
2016-10-07 07:38:14+02:00,-1,low,8821337,8822004,11900,back,S
2016-10-07 07:38:17+02:00,-1,high,8831401,8833209,7300,away,P
2016-10-07 07:38:34+02:00,-1,low,8821337,8821311,11900,back,S
2016-10-07 07:49:35+02:00,-1,high,8811221,8811213,93200,back,S
2016-10-07 07:57:56+02:00,-1,low,8893013,8812005,7000,away,P
2016-10-07 07:58:16+02:00,-1,medium,8883311,8886009,1900,back,IC
2016-10-07 08:06:01+02:00,-1,medium,8822004,8833001,4100,away,IC
2016-10-07 08:06:50+02:00,-1,medium,8811189,8813003,3400,back,IC
2016-10-07 08:08:20+02:00,-1,high,8811189,8813003,3300,back,IC
2016-10-07 08:13:07+02:00,-1,low,8822343,8813003,3300,back,IC
2016-10-07 08:47:57+02:00,-1,medium,8895208,8814001,2300,away,IC
2016-10-07 09:03:54+02:00,-1,low,8892007,8814001,2800,away,IC
2016-10-07 10:25:22+02:00,-1,low,8814001,8200100,2100,away,IC
2016-10-07 13:06:06+02:00,-1,medium,8881315,8882206,4400,away,L
2016-10-07 14:29:57+02:00,-1,low,8892007,8891009,1800,back,IC
2016-10-07 15:08:07+02:00,-1,high,8814308,8883311,3200,back,IC
2016-10-07 15:08:41+02:00,-1,high,8814001,8813003,400,away,IC
2016-10-07 15:27:26+02:00,-1,high,8883311,8883436,3200,back,IC
2016-10-07 15:27:32+02:00,-1,high,8883436,8886009,3200,back,IC
2016-10-07 15:27:38+02:00,-1,medium,8886009,8886348,3200,back,IC
2016-10-07 15:45:10+02:00,-1,medium,8886009,8886348,3200,back,IC
2016-10-07 15:45:16+02:00,-1,medium,8886348,8885001,3200,back,IC
2016-10-07 15:47:26+02:00,-1,medium,8833001,8831039,1500,away,IC
2016-10-07 15:57:15+02:00,-1,medium,8812005,8883006,3700,back,IC
2016-10-07 15:59:58+02:00,-1,medium,8892007,8814001,400,away,IC
2016-10-07 17:08:26+02:00,-1,high,8883006,8814308,23600,away,S
2016-10-07 17:19:12+02:00,-1,medium,8892007,8833001,500,away,IC
2016-10-07 17:31:27+02:00,-1,medium,8814001,8727100,9300,away,THA
2016-10-07 17:37:59+02:00,-1,low,8811601,8833001,203000,away,S
2016-10-07 17:38:04+02:00,-1,high,8833001,8833605,1700,away,IC
2016-10-07 17:38:09+02:00,-1,medium,8811676,8811601,85600,back,S
2016-10-07 17:42:56+02:00,-1,high,8892007,8892080,3600,back,IC
2016-10-07 18:25:59+02:00,-1,high,8814001,8814308,1700,back,IC
2016-10-07 18:55:02+02:00,-1,high,8893120,8821006,1800,away,IC
2016-10-07 19:27:46+02:00,-1,high,8896008,8896925,800,back,
2016-10-07 19:27:54+02:00,-1,high,8896800,8892205,800,back,
2016-10-07 19:27:59+02:00,-1,high,8891314,8891264,800,back,
2016-10-07 19:52:17+02:00,-1,low,8814001,8821121,3300,away,IC
2016-10-07 20:34:24+02:00,-1,low,8895638,8813003,61500,away,S
2016-10-07 21:34:50+02:00,-1,low,8814142,8814134,11900,away,S
2016-10-07 23:40:11+02:00,-1,low,8833001,8813003,500,back,IC
2016-10-08 07:24:11+02:00,-1,low,8841004,8833001,500,back,IC
2016-10-08 07:24:31+02:00,-1,low,8841004,8833001,500,back,IC
2016-10-08 07:24:43+02:00,-1,low,8841004,8812005,500,back,IC
2016-10-08 08:35:47+02:00,-1,low,8841004,8831005,2900,back,IC
2016-10-08 09:15:13+02:00,-1,high,8821121,8822004,9200,away,IC
2016-10-08 09:15:18+02:00,-1,low,8821121,8822004,9200,away,IC
2016-10-08 10:54:04+02:00,-1,medium,8892007,8893120,1800,away,IC
2016-10-08 13:54:55+02:00,-1,low,8892007,8896735,700,away,IC
2016-10-08 15:01:20+02:00,-1,low,8841004,8833001,500,back,IC
2016-10-08 15:52:37+02:00,-1,high,8892106,8822004,8900,away,P
2016-10-08 17:55:05+02:00,-1,low,8883212,8883808,3300,away,IC
2016-10-08 18:05:59+02:00,-1,low,8883808,8814308,3300,away,IC
2016-10-08 18:06:03+02:00,-1,low,8883006,8883808,3300,away,IC
2016-10-08 21:26:25+02:00,-1,low,8821006,8833209,2800,away,L
2016-10-08 23:01:37+02:00,-1,low,8822004,8811189,3300,back,IC
2016-10-08 23:04:20+02:00,-1,low,8813003,8814001,3300,back,IC
2016-10-08 23:38:00+02:00,-1,medium,8811221,8814001,1900,back,IC
2016-10-08 23:56:35+02:00,-1,high,8866001,8811304,2100,back,IC
2016-10-08 23:56:43+02:00,-1,high,8866001,8811304,2100,back,IC
2016-10-09 10:18:11+02:00,-1,low,8821238,8822343,3100,back,IC
2016-10-09 10:24:03+02:00,-1,medium,8814001,8892007,1500,back,IC
2016-10-09 14:02:24+02:00,-1,medium,8881000,8884566,3800,back,IC
2016-10-09 14:52:38+02:00,-1,low,8833001,8891702,500,back,IC
2016-10-09 15:07:57+02:00,-1,low,8892320,8892205,12600,away,IC
2016-10-09 16:49:05+02:00,-1,medium,8821535,8821006,2500,back,L
2016-10-09 17:23:36+02:00,-1,high,8864345,8864469,5500,back,L
2016-10-09 18:57:53+02:00,-1,high,8812005,8813003,1500,back,IC
2016-10-09 20:27:30+02:00,-1,medium,8896008,8892007,700,back,IC
2016-10-09 21:05:19+02:00,-1,high,8896008,8892007,700,back,IC
2016-10-09 21:22:54+02:00,-1,high,8841004,8831112,5300,back,IC
2016-10-09 21:59:27+02:00,-1,medium,8813003,8841004,500,away,IC
2016-10-09 22:50:37+02:00,-1,low,8861549,8811601,6200,back,L
2016-10-09 23:25:59+02:00,-1,low,8814001,8863008,2100,away,IC
2016-10-09 23:26:03+02:00,-1,low,8863008,8200100,2100,away,IC
2016-10-09 23:26:29+02:00,-1,low,8814001,8200100,2100,away,IC
2016-10-09 23:27:10+02:00,-1,low,8200100,8814001,2100,back,IC
2016-10-10 00:03:03+02:00,-1,medium,8813003,8841004,500,away,IC
2016-10-10 01:52:32+02:00,-1,high,8894201,8892007,3000,away,IC
2016-10-10 01:52:40+02:00,-1,medium,8894201,8892007,700,away,IC
2016-10-10 05:55:40+02:00,-1,low,8833134,8833001,203000,away,S
2016-10-10 06:20:16+02:00,-1,low,8831005,8812005,1500,back,IC
2016-10-10 06:25:19+02:00,-1,high,8841202,8812005,7400,back,P
2016-10-10 06:54:25+02:00,-1,low,8842002,8813003,400,back,IC
2016-10-10 06:56:30+02:00,-1,medium,8814258,8814001,11700,away,S
2016-10-10 07:02:51+02:00,-1,high,8821121,8822004,2600,away,IC
2016-10-10 07:09:40+02:00,-1,high,8814308,8814340,23600,away,S
2016-10-10 07:20:52+02:00,-1,high,8814357,8814365,23600,away,S
2016-10-10 07:41:41+02:00,-1,medium,8811916,8812005,7600,away,P
2016-10-10 07:42:16+02:00,-1,medium,8895836,8895802,102000,away,S
2016-10-10 07:42:39+02:00,-1,medium,8896149,8813003,400,away,IC
2016-10-10 07:43:14+02:00,-1,medium,8896149,8892106,400,away,
2016-10-10 07:57:41+02:00,-1,medium,8833209,8833001,2800,away,L
2016-10-10 07:58:09+02:00,-1,high,8811536,8811510,83900,back,S
2016-10-10 07:58:43+02:00,-1,high,8821238,8822343,3300,back,IC
2016-10-10 07:58:44+02:00,-1,medium,8811536,8811510,83900,back,S
2016-10-10 08:03:55+02:00,-1,high,8892007,8833001,500,away,IC
2016-10-10 08:04:15+02:00,-1,medium,8892007,8833001,400,away,IC
2016-10-10 08:04:50+02:00,-1,high,8892007,8811213,400,away,IC
2016-10-10 08:09:59+02:00,-1,high,8833001,8812005,3600,back,IC
2016-10-10 08:10:52+02:00,-1,high,8896149,8892007,7000,away,P
2016-10-10 08:11:19+02:00,-1,high,8833001,8812005,400,back,IC
2016-10-10 08:11:23+02:00,-1,high,8833001,8812005,3600,back,IC
2016-10-10 08:22:27+02:00,-1,medium,8891009,8892007,1800,away,IC
2016-10-10 08:34:48+02:00,-1,medium,8822004,8812005,2000,back,IC
2016-10-10 08:41:00+02:00,-1,medium,8822269,8812005,11700,back,S
2016-10-10 08:41:38+02:00,-1,medium,8822269,8812005,11700,back,S
2016-10-10 09:04:28+02:00,-1,high,8831401,8833001,2600,back,IC
2016-10-10 09:12:06+02:00,-1,medium,8821311,8821121,11700,away,S
2016-10-10 09:12:10+02:00,-1,high,8821121,8896008,700,away,IC
2016-10-10 09:13:36+02:00,-1,high,8821519,8821121,3300,back,IC
2016-10-10 09:29:55+02:00,-1,low,8833001,8812005,3600,back,IC
2016-10-10 09:34:46+02:00,-1,low,8833209,8833266,2400,away,L
2016-10-10 10:09:19+02:00,-1,low,8833001,8812005,400,back,IC
2016-10-10 10:23:03+02:00,-1,low,8814001,8882206,3400,back,IC
2016-10-10 10:40:03+02:00,-1,low,8822004,8822343,11700,away,S
2016-10-10 12:59:06+02:00,-1,low,8822475,8822459,4100,back,IC
2016-10-10 16:25:26+02:00,-1,low,8883311,8814001,1900,away,IC
2016-10-10 16:27:31+02:00,-1,low,8831005,8833209,2600,back,IC
2016-10-10 16:34:34+02:00,-1,medium,8814001,8895836,8000,away,
2016-10-10 16:35:43+02:00,-1,high,8813003,8833605,1500,away,IC
2016-10-10 16:38:45+02:00,-1,medium,8813003,8896149,400,back,IC
2016-10-10 16:39:31+02:00,-1,low,8811106,8811916,53500,back,S
2016-10-10 16:55:54+02:00,-1,high,8811247,8811254,23600,away,S
2016-10-10 16:56:05+02:00,-1,low,8811247,8811254,23600,away,S
2016-10-10 16:56:13+02:00,-1,medium,8811247,8811254,23600,away,S
2016-10-10 16:56:18+02:00,-1,low,8811247,8811254,23600,away,S
2016-10-10 16:56:36+02:00,-1,medium,8833001,8831039,1500,away,IC
2016-10-10 17:06:37+02:00,-1,high,8833001,8833308,8300,away,P
2016-10-10 17:08:20+02:00,-1,medium,8813003,8814001,400,back,IC
2016-10-10 17:08:34+02:00,-1,medium,8892007,8892080,400,back,IC
2016-10-10 17:24:15+02:00,-1,high,8814001,8883006,1700,back,IC
2016-10-10 17:27:32+02:00,-1,low,8813003,8881000,1700,back,IC
2016-10-10 17:57:04+02:00,-1,medium,8812005,8833209,2200,away,IC
2016-10-10 18:30:11+02:00,-1,high,8814001,8892007,2800,back,IC
2016-10-10 18:35:28+02:00,-1,medium,8863008,8863404,2400,away,IC
2016-10-10 18:55:28+02:00,-1,high,8833001,8833134,203000,back,S
2016-10-10 20:14:22+02:00,-1,low,8892007,8891009,1800,back,IC
2016-10-10 20:36:22+02:00,-1,high,8821121,8813003,4500,back,IC
2016-10-11 06:01:58+02:00,-1,medium,8896370,8813003,7000,away,P
2016-10-11 06:50:54+02:00,-1,low,8833308,8812005,3600,back,IC
2016-10-11 07:00:28+02:00,-1,low,8821006,8821121,1800,back,
2016-10-11 07:00:33+02:00,-1,low,8821121,8821196,1800,back,
2016-10-11 07:00:37+02:00,-1,low,8821196,8894748,1800,back,
2016-10-11 07:00:52+02:00,-1,medium,8881000,8814001,3700,away,IC
2016-10-11 07:06:04+02:00,-1,high,8831401,8814001,7300,away,P
2016-10-11 07:12:05+02:00,-1,low,8831765,8831005,1500,back,IC
2016-10-11 07:31:24+02:00,-1,medium,8896149,8892106,400,away,
2016-10-11 07:31:58+02:00,-1,medium,8896149,8813003,400,away,IC
2016-10-11 07:39:02+02:00,-1,high,8892007,8814001,1500,away,IC
2016-10-11 07:41:46+02:00,-1,high,8833209,8812005,2200,back,IC
2016-10-11 07:42:37+02:00,-1,medium,8831005,8821121,2600,back,IC
2016-10-11 08:13:18+02:00,-1,high,8833001,8819406,3600,back,IC
2016-10-11 08:13:22+02:00,-1,high,8819406,8812005,3600,back,IC
2016-10-11 08:13:29+02:00,-1,medium,8812005,8813003,3600,back,IC
2016-10-11 08:17:57+02:00,-1,medium,8895505,8895570,7900,away,
2016-10-11 08:18:04+02:00,-1,low,8895505,8895570,7900,away,
2016-10-11 08:18:10+02:00,-1,low,8895570,8895208,7900,away,
2016-10-11 08:18:15+02:00,-1,high,8895208,8892007,7900,away,
2016-10-11 08:34:13+02:00,-1,low,8813003,8892007,400,back,IC
2016-10-11 09:04:46+02:00,-1,medium,8893120,8821006,1800,away,IC
2016-10-11 09:05:20+02:00,-1,medium,8893120,8821196,1800,away,IC
2016-10-11 09:09:34+02:00,-1,medium,8892007,8812005,2800,away,IC
2016-10-11 09:20:28+02:00,-1,high,8814001,8813003,7700,away,P
2016-10-11 09:31:47+02:00,-1,medium,8811189,8813003,3400,back,IC
2016-10-11 11:53:35+02:00,-1,low,8891009,8892007,500,away,IC
2016-10-11 12:49:51+02:00,-1,high,8892007,8821006,1800,away,IC
2016-10-11 12:52:57+02:00,-1,low,8813003,8892007,1500,back,IC
2016-10-11 13:38:25+02:00,-1,low,8891702,8892007,1800,away,IC
2016-10-11 13:59:38+02:00,-1,medium,8892007,8812005,2800,away,IC
2016-10-11 14:00:20+02:00,-1,medium,8812005,8892007,500,back,IC
2016-10-11 14:53:08+02:00,-1,medium,8863008,8874609,900,back,IC
2016-10-11 15:19:20+02:00,-1,low,8892007,8822145,500,away,L
2016-10-11 16:03:08+02:00,-1,low,8811601,8811676,83900,away,S
2016-10-11 16:03:13+02:00,-1,low,8811601,8811676,83900,away,S
2016-10-11 16:03:17+02:00,-1,medium,8811601,8811676,83900,away,S
2016-10-11 16:03:22+02:00,-1,high,8811601,8811676,83900,away,S
2016-10-11 16:03:27+02:00,-1,medium,8811601,8811676,83900,away,S
2016-10-11 16:13:37+02:00,-1,high,8813045,8814241,11700,back,S
2016-10-11 16:14:47+02:00,-1,low,8811106,8811916,53500,back,S
2016-10-11 16:17:21+02:00,-1,high,8813003,8821121,4500,away,IC
2016-10-11 16:18:49+02:00,-1,low,8841202,8841004,5100,away,L
2016-10-11 16:28:15+02:00,-1,low,8813003,8812005,2800,away,IC
2016-10-11 16:31:15+02:00,-1,medium,8813003,8896149,400,back,IC
2016-10-11 16:42:49+02:00,-1,low,8812211,8812005,102000,back,S
2016-10-11 16:46:04+02:00,-1,high,8892007,8821006,3000,back,IC
2016-10-11 16:46:20+02:00,-1,high,8893013,8892007,1800,back,L
2016-10-11 16:46:56+02:00,-1,high,8821121,8821006,1800,away,IC
2016-10-11 17:06:23+02:00,-1,low,8812005,8831401,8300,away,P
2016-10-11 17:54:10+02:00,-1,medium,8811601,8861200,2400,away,IC
2016-10-11 18:23:25+02:00,-1,medium,8811411,8814456,53500,back,S
2016-10-11 18:23:35+02:00,-1,medium,8811411,8814308,53500,back,S
2016-10-11 18:38:22+02:00,-1,medium,8892007,8891009,1500,back,IC
2016-10-11 19:19:20+02:00,-1,low,8895802,8895760,61500,away,S
2016-10-11 19:19:23+02:00,-1,high,8895802,8895760,61500,away,S
2016-10-11 20:57:07+02:00,-1,medium,8841004,8833001,500,back,IC
2016-10-11 20:57:14+02:00,-1,high,8841004,8833001,500,back,IC
2016-10-11 20:59:13+02:00,-1,medium,8841004,8833001,500,back,IC
2016-10-11 21:48:05+02:00,-1,low,8813003,8812047,102000,away,S
